relative_path,size_bytes,sha256
results/evidence_package/.DS_Store,10244,8df43e4b2192e7cdbd772b1eef2f0db0a3f223db6e810cbe5ce84daf32c9ea4f
results/evidence_package/FINAL_INFORMATION_PACKAGE_20260619.md,8500,16df82f61c8e8d2a699ce3e1161d72eeb7888a18c2c0f34be91b43be0e5acf12
results/evidence_package/GSE135779_primary_model_permutation_null.csv.gz,10487,4c263b34e4ab5954c13fb0e5e7ab23f176824987b0d371be4cff18b250154988
results/evidence_package/GSE135779_to_GSE285773_transfer_predictions.csv,1281,cdfa7a58db2ddf3be8aabba86f0f0d60bc4be5ab00f64aed8c49884c1c1e0ed7
results/evidence_package/GSE174188_PC1_PC5_covariate_associations.csv,4728,8954b961c521042a5f56e5d67d8193884d6ee2bed7fb7cb3a26dbaffa5f114b5
results/evidence_package/GSE174188_confounding_oof_predictions.csv,14752,12e4b273a404121777aaf2a5e0d6428fff96605fda1980bbc2cc614e4181426b
results/evidence_package/GSE174188_disease_covariate_crosstabs.csv,3282,be8d657f047684d65aba47a9698122b8424353af9f662c9509e095cf763b6aa7
results/evidence_package/GSE174188_donor_covariates.csv,31955,fe9034ce46edbd83df06f8261cd3ac272173efdde8bb42e0bd638719fc85bbac
results/evidence_package/GSE174188_primary_model_permutation_null.csv.gz,19589,47a1c4a3ff5aa1aacb5db4730e84c3243e52618f8bf881b81d401517d2e303f2
results/evidence_package/GSE174188_primary_model_permutation_tests.csv,772,da2cd8c52beff22adcdf81961c64a58f1319938f9b81b450bdd605d1169ffb0b
results/evidence_package/GSE285773_PC1_PC5_covariate_associations.csv,1973,853309f43a35283d966706c5a9715c0ffe57abd1f880052f61246b6a10c735ed
results/evidence_package/GSE285773_confounding_oof_predictions.csv,1530,495663ee6104ef9fbfb8363dc5e0ce4643dfa559a22a6730a82e8ee369023c58
results/evidence_package/GSE285773_disease_covariate_crosstabs.csv,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
results/evidence_package/GSE285773_donor_covariates.csv,4330,f55c977dc2dc8a821054f9e08cc2a3724465825aca83bab719622a501119b8ef
results/evidence_package/GSE285773_primary_model_permutation_null.csv.gz,8171,4d4a9288dd4dcc794cfaac1404640de3b8b8c30690bb329346f0fcd320ed3b62
results/evidence_package/SHA256SUMS.txt,1783,9ea8bc65a64fb4bf1d4343798740c50c59dfd1fa065393a7a4e5b6146fdd7638
results/evidence_package/all_primary_models_permutation_tests.csv,1007,d36248d8c56ee551e1c69ccc5bd8ef1fdedcb13287506deacd3620e248609fca
results/evidence_package/coloc_standard_rerun/INPUT_LIMITATIONS.txt,339,74500c2b69cf58f398f3c81829d1df42c35b5901e32de91a332f4a8503d98719
results/evidence_package/coloc_standard_rerun/R_sessionInfo.txt,1310,d4d33bb90940dc194d00c2d811cd3225f01809aec87d8d5a5280126bc1ae8bed
results/evidence_package/coloc_standard_rerun/coloc_prior_sensitivity.csv,2221,f98ff87cccf2b39cf64278c4933eee0acbd4809e3d427d24a155e7613fa8fb41
results/evidence_package/confounding_complete/GSE135779_available_covariate_adjusted_oof.csv,4395,a898b3d5fcd2e250b16169593456e011071dc5f2d1b8b15acb0c57355ac8e92e
results/evidence_package/confounding_complete/GSE174188_available_covariate_adjusted_oof.csv,25172,26cb88de9dcdc9062857eb311dd37c6e695aa15cc7f06c08cb5e53a7faaed574
results/evidence_package/confounding_complete/GSE174188_donor_sample_state_map.csv,15976,78167a98d89dbb962309adc060b805617de4539211f4f3f4482b830e3331af97
results/evidence_package/confounding_complete/GSE174188_leave_processing_cohort_out.csv,584,499ba2fbd751e8dc03dca6b53ca353189e0ab54c00883b48ee685084cdb5ff94
results/evidence_package/confounding_complete/GSE174188_managed_or_control_only_oof.csv,22424,7e30cf14de61011a83c34f7027617fef38609b3735eb6a01b611f4743306291e
results/evidence_package/confounding_complete/GSE174188_single_sample_donors_only_oof.csv,23401,1517092c30d7e56126f275ae68f8d07e18674e2b9d69dd7dc7885bc48bd6c306
results/evidence_package/confounding_complete/GSE285773_available_covariate_adjusted_oof.csv,2568,028e671f873b641fefee59a65279374d9fa677bb30de3f8f62db5fb9599941e2
results/evidence_package/confounding_complete/confounding_sensitivity_summary.csv,3549,7bcc8b86a7124e7c044c7353177f58057454074b4cf60c531b29d6c97d5173fb
results/evidence_package/confounding_metadata_limitations.json,585,8f051cce6029cedbf47b2efdd5f603f42438ea06cb5836a8430b1b3509fe15f2
results/evidence_package/confounding_model_summary.csv,368,e9e51a4d741da5cf9075c925a18b3cf6e01a737d24678be69b26140c722b649c
results/evidence_package/cross_age_transfer/GSE135779_pediatric_to_adult_predictions.csv,906,ba95097b75be1664e37af809f76d1e83a0ac8af1e45c6772030b7fe0451d567a
results/evidence_package/cross_age_transfer/GSE135779_pediatric_to_adult_summary.csv,621,076e3a498ae12044a54c31245ceb22315a5d2b2f1063ca470ca5b459f955225b
results/evidence_package/cross_age_transfer/expression_pca_source_fitted_bootstrap_auc.npy,80128,266e22285ead1a883e8cbdc9cb15a7d75a1cf53843a065277e7ce33b71edd10d
results/evidence_package/cross_age_transfer/provenance.json,1184,d579d05cd2a61f88c7630018793119b45d7dd3ac60a2b9cd90f4f24398c7a486
results/evidence_package/cross_age_transfer/scgpt_source_scaled_bootstrap_auc.npy,80128,81bce40b12664c5be05e9c373a8f1862aa1cab09e31cbf474ec604141cda33f8
results/evidence_package/cross_age_transfer/scgpt_unscaled_bootstrap_auc.npy,80128,613dd4115545c4308e198545e8d17fe6ec11786384502ff78eeab51a13760b44
results/evidence_package/environment/python_host_packages.csv,2212,5578ccb5d3e0c4392e7ef276e6b00db36575a72d7bed180694deeee352b61b54
results/evidence_package/environment/system.txt,59,87ba92527adae4b45aa3cdcec1e6a39a2cb8188bac5a3fcebec0a1e1da272777
results/evidence_package/environment/venv-de_pip_freeze.txt,695,ed70b7c511174bc2b7288cbd8c14f87aa423ab751a51b4d98e614eeef4644ca5
results/evidence_package/environment/venv-stats_pip_freeze.txt,369,b2b81fa40ed1daf1f8e1bf939d561b20a93e576c3720486209356ccb0739c2d0
results/evidence_package/geneformer_valid/SERVER_RESULT_LOCATIONS.txt,609,16b728677ee071d5835bfe9aca1d0494a52c28211d8b62da759ab1dda50788fd
results/evidence_package/geneformer_valid/matched_auc_difference.csv,120,abc4dc936754300cca329252d39985dc8868461aeea3bbe01d546d3bad360548
results/evidence_package/geneformer_valid/matched_donor_auc_summary.csv,209,059a89b92e766797df631c061c319bb44cfc64e812c150d77eb1d246f4902a0d
results/evidence_package/geneformer_valid/matched_embedding_variance.csv,172,e944206e06f22a0692167ae82fe03f8b2444a213bb1b0c0be3617039cacb90d9
results/evidence_package/geneformer_valid/matched_lineage_ari.csv,213,b9f9e7e8c61191a50d5dda10410571c2a53051911cb4a45c2788fe87c765a430
results/evidence_package/historical_recovery/.DS_Store,6148,1313d04cc159ff8c0ec649bb81d5c2e6015b885d804c653e0b36ed6f9a3eba1e
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/coloc/BCL2_merged.tsv,86,5310db80e13e15cf82890057f2a455b9bc433d9376f0fb9f790b1437314c23a0
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/coloc/FCGR2A_merged.tsv,86,5310db80e13e15cf82890057f2a455b9bc433d9376f0fb9f790b1437314c23a0
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/coloc/IFIH1_merged.tsv,169090,f8f10d074cc069ccf81b1ef1c04e61cc2b803e2080eb1ad49d04d2e9d4349dbf
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/coloc/PRDM1_merged.tsv,391442,baba5a45d2964444d4f5ea7f630356a648f12f71d79ec081cce86cf2d9578fc0
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/coloc/STAT4_merged.tsv,389880,ff53bcc9010c8c94e431223db44ab3fbd2c045911b618329fa42a6df9cba21ea
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/coloc/TET2_merged.tsv,240875,c9d0e2b445a8ccbfd5c20fc1db03e03fb56593357c8b002a9b48e63b875d6cd2
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/coloc/a1_coloc_results.json,1125,ad0700de496c944ba41b04bad18e9a53ae4085b3f7e86f070f60f520898e520c
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/coloc/a1_coloc_run.py,4226,e563e4739ca8aff13d711bf597d097bffebe9064abed573e40669dbf9ae4842d
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/coloc/debug.R,292,747ffead3b2af0537fa135d45bc1a15bae6b0372dfdaa46ee2b0dbf815b08653
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/coloc/merge_tables.py,1998,177c14437b7106a62ef1994db6b16c0c1a4b2a649da85296af279b5986227891
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/coloc/run_coloc.R,1192,678a2c4a52b4bafa2cd6c169b203cdd50b37112408bb7a90cd13b81024d7ca46
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/gf_diag.log,2105,fc3c638080ca7be9a451d0fe0e04f7305a5f6064b5b47678bc56ad9d21b42f73
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/gf_diag_c.log,579,f244c859aca47e09596e4c31caffb0ca974e3a22bf6fb92c9ff1f55f37940aa3
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/gf_diag_c.py,9958,3c2a2b5f161639ef91ee2070c637e5f4616f4d4a13bafec7f6dd6a7299413214
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/gf_diag_c_fast.py,7245,8364496da0e3d354f656846ee91680af27f94bfc63d2acfde89eb4b99d117fe9
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/gf_diagnosis.py,8414,31664477055bd966e6ea10f6ee83a06d26681d9e044b3399ad062e67ec95cba6
results/evidence_package/historical_recovery/rheumlens_sub_20260618_0152/results/b1_geneformer_results.json,576,1f4813d785cfdcc48f8b3456fbce45498463d2bcdd6a7d7d2b2e77d5883e3826
results/evidence_package/ifn_residual_all_cohorts/GSE135779_ifn_residual_bootstrap_ci.csv,333,b18804347862c5533136b550863e455627630acac5220d8408f59cd602da7a2d
results/evidence_package/ifn_residual_all_cohorts/GSE135779_ifn_residual_bootstrap_distributions.npz,55308,c7721197f1bdbde840efc820751b47492e61ef47dd55080e8b22c373870ef172
results/evidence_package/ifn_residual_all_cohorts/GSE135779_ifn_residual_oof_predictions.csv,3486,53650a9fb980a4023c47c5fef7b2f898f96b837752f47107e87816593aa2a0dd
results/evidence_package/ifn_residual_all_cohorts/GSE135779_ifn_residual_permutation_null.npy,8128,3d9c836e5ecf8030facbc41955a6680e11f6962de36f01ea4947388280ff7a55
results/evidence_package/ifn_residual_all_cohorts/GSE135779_ifn_residual_summary.csv,442,093d8a6b849e95a904d630d64d3c50c186d43bb970ad7306e4626ba202a37c34
results/evidence_package/ifn_residual_all_cohorts/GSE174188_ifn_residual_bootstrap_ci.csv,332,1ba93a46de8a36599738647df0e3b220ca8ca4f5e06e27e9671f0b3e6db00a48
results/evidence_package/ifn_residual_all_cohorts/GSE174188_ifn_residual_bootstrap_distributions.npz,86460,e3f74c0935cbd050a44a52d692901540f6c0f02b3590cf12adece6f748c21763
results/evidence_package/ifn_residual_all_cohorts/GSE174188_ifn_residual_oof_predictions.csv,20042,5e1b7cd38e41a0a33efc9d0b8e476a3a76a2c0e72e74aac64afd108edcc83368
results/evidence_package/ifn_residual_all_cohorts/GSE174188_ifn_residual_permutation_null.npy,8128,0779a3a57d71be2b8b2784f89f0a8146c987ed6aa240324c008c02dcb9552320
results/evidence_package/ifn_residual_all_cohorts/GSE174188_ifn_residual_summary.csv,444,d49c1b46f356255e10bf34e194513b5a692af687c1f4e7eea9b584c3bd77c2f0
results/evidence_package/ifn_residual_all_cohorts/GSE285773_ifn_residual_bootstrap_ci.csv,280,0152cfaf98fd7ce9e580dab401f0daf724d66576afd70d36f9e932c7fbf3dc5b
results/evidence_package/ifn_residual_all_cohorts/GSE285773_ifn_residual_bootstrap_distributions.npz,43375,5ed20a2e6ad8d140b66b7188d6cc0fd13f9cd563dbce86162048bea3ca9b67be
results/evidence_package/ifn_residual_all_cohorts/GSE285773_ifn_residual_oof_predictions.csv,2034,9acd881413c391fdcaac07a332cc3f879c71356aebc58628fac2f36686840186
results/evidence_package/ifn_residual_all_cohorts/GSE285773_ifn_residual_permutation_null.npy,8128,982880f9586f61df422d9b2dc68f6fa569dbefbea5e07759e77d807591471348
results/evidence_package/ifn_residual_all_cohorts/GSE285773_ifn_residual_summary.csv,430,69be858e5e4b706748ca950aff8c48fd777c2a31f32683e00390f5ac4646b438
results/evidence_package/ifn_residual_all_cohorts/all_cohorts_ifn_residual_summary.csv,935,b53a5ea2d764a215a350d38a44c93dacfbd82d1c1338dc9cf1d6fc81756aabc7
results/evidence_package/model_sensitivity/GSE135779_aggregation_oof.csv,2194,0464c4f777877d1c5ddeb1719979aba3fc9a6f524c68d926f0e8b2ea6cdb57de
results/evidence_package/model_sensitivity/GSE174188_aggregation_oof.csv,12404,9a06a0825584888e608f532bd3c8d41b79592a934b472f30382fb5cefbb3428f
results/evidence_package/model_sensitivity/GSE285773_aggregation_oof.csv,1258,671c742134a0788d60f898ab3e14e8e3daf536874c5a55b8309bc19746aab0a8
results/evidence_package/model_sensitivity/aggregation_sensitivity_summary.csv,484,51685e76822bc7ac737c0c499fa8f698b27bda0cd79143f13952900bf3e905f0
results/evidence_package/model_sensitivity/protocol.json,271,4ffa73da91b9f4c8c98845281026b7dded5bab88d4361cb3bc6e6dd65008879b
results/evidence_package/model_sensitivity/regularization_C_scan.csv,1988,3014a99a76e72c0254d6ba67a1b6196571cddaa1d42fc45205bb104d8f2defd2
results/evidence_package/public_metadata/41590_2020_743_MOESM3_ESM.xlsx,463726,f13d7dc42a9c5d019339288371953a6d78d6761f6706a94cf732497831c67660
results/evidence_package/public_metadata/GSE135779_family.soft.gz,6443,178cfc319847b3cef1fd18632753038868e17c7857cc4b14ef7d635de00189e3
results/evidence_package/public_metadata/GSE174188_family.soft.gz,8110,23fa18f697886884aa27532d019cba0e54e5c792204a6a678f0c64a972cc8b36
results/evidence_package/public_metadata/GSE285773_BioSample_example.json,2647,0d5bb5556fa583e71e4f3353a4074ae2a3d9a18c7b48951f6f7b32755b19ec71
results/evidence_package/public_metadata/GSE285773_GSM_esummary.json,27810,38f7b660644c8b2929f6462492f4e6301d5e4c4a1eb95be94d8a88a80bef1295
results/evidence_package/public_metadata/GSE285773_all_BioSamples.json,66462,52c79792ef22b3d7e28f2928d41672274c02a0c53471a3b5021f8ebd69e5c894
results/evidence_package/public_metadata/GSE285773_esummary.json,5583,2d1cf77091fe529188fc38092c045c3ab0636dd5714088e024d45e4a6c6cafe8
results/evidence_package/public_metadata/GSE285773_family.soft.gz,4113,02b5cd0d1e9e64a8989ca929c692070fc0107546bacc5670addf6be5ce861cfe
results/evidence_package/public_metadata/NIHMS1605899-supplement-1.xlsx,1817,dd07dc27e71fbc157b706e4a52b454439f1f2557faa8203f48401cf37a3b2805
results/evidence_package/public_metadata/PMC7442743.html,269535,6ce6f6530038d175500f90919f6e655e0cc2701502d4f45c2453ca4849a57572
results/evidence_package/public_metadata/nature_s41590-020-0743-0.html,450265,42a7cf858e7c601a97120de7207905b346d9a3e854d0bf4188542a93be229b0c
results/evidence_package/public_metadata/structured/GSE135779_GEO_samples.csv,53590,fbad224cb952e8cc08867ace19fa6dd4a9e5330cc14f765ff06d4b19775becc8
results/evidence_package/public_metadata/structured/GSE135779_GEO_series.csv,3576,fc8421671164e1e2c9216ab7aaf744fc7b24186276f1ed6fe79d985a953eca37
results/evidence_package/public_metadata/structured/GSE135779_ST1a_cohort_summary.csv,1329,9c79ddfcdcd03d2100242b55c9f31cfaadb26b2e91d2a2e63a27980047a77495
results/evidence_package/public_metadata/structured/GSE135779_ST1b_donor_clinical.csv,12511,b0a9c1b07fec053c9cffcfc5b0f437c5809fe390302bd5ad7b6d309bd40dc3f1
results/evidence_package/public_metadata/structured/GSE135779_ST1c_sequencing.csv,6707,f12813c5bb9d853e2531bf8152d40655b5d6f06f25982856950213b8effad9b2
results/evidence_package/public_metadata/structured/GSE135779_ST4a_official_cluster_counts.csv,3493,ccf55c706f8716ea1208348845f36fef255a194bd739d571b064b4f9cbc8864e
results/evidence_package/public_metadata/structured/GSE135779_ST4b_official_subcluster_counts.csv,5421,181f40674a0b3f233847008746d3bc487ad772759f58628f9909039343fa2fa2
results/evidence_package/public_metadata/structured/GSE135779_ST4c_combined_cluster_counts.csv,4791,fd74f408a220c2d47c5400517d4997236c8a012102d9425fc9482262683a13dc
results/evidence_package/public_metadata/structured/GSE135779_ST4d_combined_subcluster_counts.csv,7450,dde11f8dcf124304275ee596ccccb09a1b617a615e73fda9929fc086f5d6e9f8
results/evidence_package/public_metadata/structured/GSE135779_study_name_to_donor_id.csv,2356,a36cbb83368e255fe3111391bb333db8788151a7600125112f4e453ab1c9e6b2
results/evidence_package/public_metadata/structured/GSE174188_GEO_samples.csv,122711,eb2bb382ccd40858b48b0c7554a0f3d84663fa6b2b943c09cd760b2bef6a2a73
results/evidence_package/public_metadata/structured/GSE174188_GEO_series.csv,5722,656ebcbd6fb80018fcbfcdd1c1fe5f0d341e3cbec61baaa6445215dbfca833f5
results/evidence_package/public_metadata/structured/GSE285773_GEO_samples.csv,31590,5af3d66af3418104404c715ad0776ab4970ad1700d421486d0bcb4207465d4f0
results/evidence_package/public_metadata/structured/GSE285773_GEO_series.csv,3579,ce14ba8f94918b0b2a5c8fc4405d591c3093bd86fd260ed4fc28239a5c8624b8
results/evidence_package/repeated_cv/GSE135779_repeated_cv.csv,3710,836e55e89f08af7d0870ba9e8b0b526f99941a2322908de036a4e1197e3225b2
results/evidence_package/repeated_cv/GSE174188_repeated_cv.csv,3784,81628045d70df22feae6d05c8b9d98f7881da6ef312ba457f37dfb53f04aaea9
results/evidence_package/repeated_cv/GSE285773_repeated_cv.csv,2730,9932fcbdae03c46f8156c194bff40486e2cac5a9fad4c9883ec0006eeecbb661
results/evidence_package/repeated_cv/all_cohorts_repeated_cv.csv,9339,ca3077fdefc6618b110e290b76f164dc7d241aa98e567e848a48e0fcab1d96a3
results/evidence_package/repeated_cv/all_cohorts_repeated_cv_summary.csv,3015,0570e58c07a194c85af9de73c3cc80de9be637de58f11c1780c33e19dc4ba61e
results/evidence_package/secondary_foldcontained/GSE135779_monocyte_scgpt_resampling.npz,20013,5df0d793ee8185311661307370acbb924060fb0e04f33a550b4a8660e63752a1
results/evidence_package/secondary_foldcontained/GSE135779_official_composition_oof_predictions.csv,1343,1ea9e0ecfbfa210a551217f854c1979daf2813252fea01ce55e7cf42b3b3052f
results/evidence_package/secondary_foldcontained/GSE135779_official_composition_resampling.npz,38279,4e3b0e363d557800a6290f0ba31c4edd6f4ebfb4bb0c5c19915869736921433d
results/evidence_package/secondary_foldcontained/GSE135779_official_composition_summary.csv,311,406c1d5622aa29a6c85ec8aa738aa838b118446edd2de995bef3983b6425c886
results/evidence_package/secondary_foldcontained/GSE135779_project_marker_lineage_counts.csv,1403,bf5e6ad9bbcd708f6fc4ce28bb8389a08aa46dfb8a2cbf630eae2ffbc5da1c75
results/evidence_package/secondary_foldcontained/GSE135779_project_marker_lineage_oof_predictions.csv,2219,ecc33e3bb5ef447acded57c059a90b5ed27f07d543d8ea5bca602b9898b9f40b
results/evidence_package/secondary_foldcontained/GSE135779_project_marker_lineage_summary.csv,411,8f13e79aa8760c67147f9fad0361743fdaa3cb0e2de3346e6e50434b932da929
results/evidence_package/secondary_foldcontained/GSE135779_t_scgpt_resampling.npz,21211,b38f2f7e7a2f70a186abc99907646408656f302fc3eca6233d9c4f212cd1213a
results/evidence_package/tcell_de_pydeseq2/analysis_counts.csv.gz,944232,6b97e7a8095a73432ffa9201fce78188d390e506d7b8ec094600b1a846ac884a
results/evidence_package/tcell_de_pydeseq2/analysis_metadata.csv,987,2afa29a87a8d4523c5da05b8589adc8d426aea06b6b669b66b89e3ebb1b081b3
results/evidence_package/tcell_de_pydeseq2/batch_age_gender_adjusted_all_genes.csv,2018657,5d7245453f014460dee04062ac9d10259d830e61283da350bd92b6f84dc288a1
results/evidence_package/tcell_de_pydeseq2/batch_age_gender_adjusted_fdr05.csv,38382,f7a4e3f8069b495e5ab3de0cf24868ca8227bad096a997a27e0ad1d0670b3ee2
results/evidence_package/tcell_de_pydeseq2/batch_age_gender_adjusted_top50.csv,4306,d33f8f9a08345823c11f63dd1c9f29ba9c71bba5758b22bc27af59714bc392f9
results/evidence_package/tcell_de_pydeseq2/disease_only_all_genes.csv,2051783,1a8e6e8602ba8bf9b4e47ca52f903d43c5cdad75d3ad304aab3ca1c79f821666
results/evidence_package/tcell_de_pydeseq2/disease_only_fdr05.csv,149242,0a51d81946620ce83a48d088b14fdd87c7014d3905298f1f97e4706004897a1c
results/evidence_package/tcell_de_pydeseq2/summary.csv,209,4bf9b859a87e003097b69bd3cd33a4fbf4f46ac3ce9d1e473b5663ee1355a66b
results/evidence_package/transfer_provenance.json,2367,7184e112d2e6dd551ebf64b32f2ddf7387fe8c352a544ad34d3c71182097766f
results/fold_contained/AUDIT_AND_RESULTS.md,4485,509c216311a9040a39a5427b7855f1cf62c9c0ca76ad2c7659104df797683afc
results/fold_contained/GSE135779_auc_bootstrap_ci.csv,717,7d172d27658475db3e13c5bcf4cea6cec6a25a55c0ef326d8c18f2dda9bc5318
